Ownership Name,DBA Name,Street Address,City,State,Business Start Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code Description,Parking Tax,Transient Occupancy Tax,Supervisor District,Neighborhoods - Analysis Boundaries,Business Location,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods
Gallegos Naturopathic Group Inc,Got Vitamin B12,417 Van Ness Ave,San Francisco,CA,1/1/14,7/1/16,11/7/18,37 Miller Ave,Mill Valley,94941,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,9,Mission,POINT (-122.41758 37.7665),53,3,2,20,53
Zee Cooks Inc,Zee Cooks / Creperie Saint Germain,1750 Cesar Chavez  Ste D,San Francisco,CA,10/1/16,1/31/18,,548 Market St Pmb 32273,San Francisco,94104,CA,Food Services,FALSE,FALSE,10,Bayview Hunters Point,POINT (-122.39434 37.749886),54,2,9,1,54
Gallegos Naturopathic Group Inc,B12 Love,417 Van Ness Ave,San Francisco,CA,1/1/14,7/1/16,3/17/20,37 Miller Ave,Mill Valley,94941,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,9,Mission,POINT (-122.41758 37.7665),53,3,2,20,53
Parachute Home Inc.,Parachute Home Inc.,445 Hayes St,San Francisco,CA,10/8/18,10/30/18,,3525 Eastham Dr,Culver City,90232,CA,Retail Trade,FALSE,FALSE,5,Hayes Valley,POINT (-122.423676 37.776768),22,4,11,9,22
Gallegos Naturopathic Group Inc,Got Vitamin B12,2281 Chestnut St,San Francisco,CA,1/1/14,7/1/16,11/30/18,37 Miller Ave,Mill Valley,94941,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,2,Marina,POINT (-122.44082 37.80021),17,4,6,13,17
Audrey Gyr,Gyr Ceramics,1635 Gough St Apt 501,San Francisco,CA,10/1/18,10/1/18,5/1/19,,,,,Retail Trade,FALSE,FALSE,5,Pacific Heights,POINT (-122.425385 37.788628),100,4,11,30,100
Crossbraced Inc.,Crossbraced,2443 Fillmore St Unit 213,San Francisco,CA,8/18/16,8/18/16,12/4/20,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,2,Pacific Heights,POINT (-122.434494 37.791977),102,4,6,30,102
Gallegos Naturopathic Group Inc,Got Vitamin B12,4428 California St,San Francisco,CA,1/1/14,10/24/17,12/31/17,37 Miller Ave,Mill Valley,94941,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,1,Inner Richmond,POINT (-122.46493 37.784973),4,8,4,11,4
Chernis Scott R,Scott Chernis Photography,2750 36th Ave,San Francisco,CA,2/4/03,2/4/03,,2750 36th Ave,San Francisco,94116,CA,Certain Services,FALSE,FALSE,4,Sunset/Parkside,POINT (-122.49344 37.735764),40,10,7,35,40
"Ts Worldwide, Llc",Hvs,100 Bush St Ste 750,San Francisco,CA,6/26/16,6/26/16,12/16/16,2960 W Stuart St B301 Apt,Fort Collins,80526,CO,Real Estate and Rental and Leasing Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39969 37.79134),108,6,3,8,108
Wiesner D & Kobayashi M,Dw Associates,1865 Bush St Apt 201,San Francisco,CA,4/2/02,4/2/02,2/20/20,,,,,,FALSE,FALSE,5,Pacific Heights,POINT (-122.42791 37.7877),101,4,11,30,101
Donald Macpherson,Max Construction1,Mcallister St Apt 506,San+francisco,CA,7/3/18,7/3/18,7/27/18,,,,,Construction,FALSE,FALSE,6,Tenderloin,POINT (-122.41923 37.78019),21,4,10,36,21
"Ts Worldwide, Llc",Hvs,100 Bush St Ste 1625,San Francisco,CA,6/26/16,12/17/16,,2960 W Stuart St B301 Apt,Fort Collins,80526,CO,Real Estate and Rental and Leasing Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39969 37.79134),108,6,3,8,108
Minna 142 Llc,Minna 142 Llc,142 Minna St,San Francisco,CA,8/26/16,8/26/16,,626 El Camino Real 626 Ste,San Carlos,94070,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.40021 37.786865),32,1,10,8,32
Vendini Inc,Vendini Tickets,660 Market St Fl 4,San Francisco,CA,1/8/02,1/1/12,12/20/19,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Financial District/South Beach,POINT (-122.402855 37.788193),19,6,3,8,19
Nabor Godoy,Godoy Shots Studios,555 Sutter St Ste 304,San Francisco,CA,6/22/20,6/22/20,10/17/20,,,,,,FALSE,FALSE,3,Nob Hill,POINT (-122.409485 37.789085),19,6,3,21,19
Level Design Llc,Level Design,635 Texas St,San Francisco,CA,11/7/16,11/7/16,8/28/17,530 Hampshire St 301 Ste,San Francisco,94110,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,10,Potrero Hill,POINT (-122.39511 37.758263),54,2,9,26,54
Bon Appetit Management Co,Owners Lounge,1 Warriors Way Event Lvl North,San Francisco,CA,7/1/87,5/28/19,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,Food Services,FALSE,FALSE,6,Mission Bay,POINT (-122.386406 37.768967),34,1,10,4,34
Ottavino Wines Llc,Ottavino Wines Llc,495 Barneveld Ave,San Francisco,CA,11/10/20,11/10/20,,1625 Coronado Way,Burlingame,94010,CA,Manufacturing,FALSE,FALSE,10,Bayview Hunters Point,POINT (-122.403824 37.741158),82,2,9,1,82
Bon Appetit Management Co,Big Nate Bbq North 300,1 Warriors Way Lvl 300 North,San Francisco,CA,7/1/87,5/28/19,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,Food Services,FALSE,FALSE,6,Mission Bay,POINT (-122.386406 37.768967),34,1,10,4,34
Marjorie L Bailey,Marjorie Bailey,111 San Pablo Ave,San Francisco,CA,3/9/20,3/9/20,3/10/20,,,,,Real Estate and Rental and Leasing Services,FALSE,FALSE,7,West of Twin Peaks,POINT (-122.46238 37.7384),116,10,8,41,116
Lee Angela K,A Return To Health,870 Market St Ste 309,San Francisco,CA,1/20/98,2/1/01,,2000 Van Ness Ave Ste 706,San Francisco,94109,CA,Private Education and Health Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40703 37.7849),19,5,3,8,19
Bon Appetit Management Co,Farmers Market Portable 300,1 Warriors Way Lvl 300 North West,San Francisco,CA,7/1/87,5/28/19,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,Food Services,FALSE,FALSE,6,Mission Bay,POINT (-122.386406 37.768967),34,1,10,4,34
Bon Appetit Management Co,Old Time Candy Portable 600,1 Warriors Way Lvl 600 South,San Francisco,CA,7/1/87,5/28/19,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,Food Services,FALSE,FALSE,6,Mission Bay,POINT (-122.386406 37.768967),34,1,10,4,34
Groundworks Office Inc,Groundworks Office,1890 Bryant St 206,San Francisco,CA,1/1/21,1/1/21,,1890 Bryant St 206,San Francisco,94110,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,9,Mission,POINT (-122.41029 37.763206),53,3,2,20,53
Terrance Warner,Terrance Warner,1212 11th Ave Apt 4,San Francisco,CA,5/21/19,5/21/19,6/1/20,,,,,,FALSE,FALSE,5,Inner Sunset,POINT (-122.46853 37.765533),109,10,11,14,109
Gee Ellen M,Inversiones Isonzo Escrow,896 45th Ave,San Francisco,CA,2/23/15,2/23/15,12/31/20,,,,,Information,FALSE,FALSE,1,Outer Richmond,POINT (-122.505585 37.771717),8,8,4,29,8
Pamela Gilmour,Pamela Gilmour Lac,1351 Harrison St,San Francisco,CA,1/25/16,5/3/18,12/29/20,,,,,Private Education and Health Services,FALSE,FALSE,6,South of Market,POINT (-122.41084 37.77188),32,1,10,34,32
Poke Cali Llc,Coast Poke Counter,30 Battery St,San Francisco,CA,2/23/16,9/16/16,7/31/20,,,,,Food Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39959 37.791576),108,6,3,8,108
Bon Appetit Management Co,Popcorn Portable 600,1 Warriors Way Lvl 600 North,San Francisco,CA,7/1/87,5/28/19,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,Food Services,FALSE,FALSE,6,Mission Bay,POINT (-122.386406 37.768967),34,1,10,4,34
Stefanie Schur,Yoga Nelumbo,1817 24th Ave,San Francisco,CA,10/23/17,10/23/17,12/7/19,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,4,Sunset/Parkside,POINT (-122.48184 37.75364),39,10,7,35,39
Bon Appetit Management Co,95146 Bayside Brews Beer Cart,24 Willie Mays Pl Lower Cent Fd  Sect 139,San+francisco,CA,7/1/87,3/22/18,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,Food Services,FALSE,FALSE,6,Mission Bay,POINT (-122.389496 37.778454),31,1,10,4,31
Bon Appetit Management Co,Suites Keg Cooler North,1 Warriors Way Lvl 400 North East,San Francisco,CA,7/1/87,5/28/19,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,Food Services,FALSE,FALSE,6,Mission Bay,POINT (-122.386406 37.768967),34,1,10,4,34
Cummings David K,Tilden Landscaping,60 Southwood Dr,San Francisco,CA,1/1/98,1/1/98,,4021 Saint Andrews Way,Antioch,94509,CA,Certain Services,FALSE,FALSE,7,West of Twin Peaks,POINT (-122.4576 37.72519),71,9,8,41,71
Ghiasi Mitra,Sfgiftbasket.com,201 Clay St 2 Embarcadero,San Francisco,CA,6/10/02,11/1/15,,Po Box 77328,San Francisco,94107,CA,Retail Trade,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39808 37.795273),108,6,3,8,108
Zina Jabouri,Flippers Gourmet  Burgers,1428 Polk St,San Francisco,CA,7/15/20,7/15/20,,327 Granada Dr,South San Francisco,94080,CA,Food Services,FALSE,FALSE,3,Nob Hill,POINT (-122.420525 37.789936),105,4,3,21,105
Jinich Samuel,Sf Ctr For Emotion Focus Thpy,1902 Webster St,San Francisco,CA,2/23/98,9/27/13,,815 Hyde St Ste 317,San Francisco,94109,CA,Private Education and Health Services,FALSE,FALSE,2,Pacific Heights,POINT (-122.43199 37.78827),102,4,6,30,102
Derouin Rachelle,Rachelle Derouin,1354 La Playa St,San Francisco,CA,5/9/12,1/1/21,,1354 La Playa St,San Francisco,94122,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,4,Sunset/Parkside,POINT (-122.50916 37.761127),39,10,7,35,39
Lions Den Ventures Llc,Lions Den Bar And Lounge,57 Wentworth Pl,San Francisco,CA,4/3/18,1/1/20,4/3/18,,,,,,FALSE,FALSE,3,Chinatown,POINT (-122.40618 37.795685),104,6,3,6,104
Elena Sazonova,Alena Sazonova,4101 Anza St,San Francisco,CA,9/26/16,9/26/16,1/1/20,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,1,Outer Richmond,POINT (-122.4922 37.77779),8,8,4,29,8
Hickey W L Sons Inc,"W.l. Hickey Sons, Inc.",1960 Hartog Dr,San+jose,CA,1/1/87,8/1/20,,1960 Hartog Dr Ste,San Jose,95131,CA,Construction,FALSE,FALSE,,,POINT (-121.908035 37.383026),,,,,
Hickey W L Sons Inc,Hickey W L Sons Inc,P O Box 61209 Sunnyvale Ca,Mexico,,1/1/87,1/1/87,12/31/19,1960 Hartog Dr Ste,San Jose,95131,CA,Construction,FALSE,FALSE,,,POINT (-122.03793 37.37175),,,,,
Castle Susan,Randy's Place,1101 Ocean Ave,San Francisco,CA,1/1/87,1/1/87,,1101 Ocean Ave,San Francisco,94112,CA,Retail Trade,FALSE,FALSE,7,Oceanview/Merced/Ingleside,POINT (-122.45423 37.723427),64,10,8,24,64
Glow Event Design Llc,Glow Event Design Llc,3547 Sacramento St,San Francisco,CA,5/1/14,12/12/16,12/6/17,,,,,Certain Services,FALSE,FALSE,2,Presidio Heights,POINT (-122.45107 37.78764),10,8,6,31,10
Rhinehart Robert R,D & B Trenching,P O Box 21817 San Jose Ca,San+jose,CA,1/25/88,1/25/88,1/1/16,,,,,,FALSE,FALSE,,,POINT (-121.8272 37.31945),,,,,
Waters Malachy J,Waters Mal Electrical,P O Box 1341 Pacifica Ca,Pacifica,CA,2/4/88,2/4/88,3/20/16,140 Mckinney Ave,Pacifica,94044,CA,Construction,FALSE,FALSE,,,POINT (-122.489334 37.636127),,,,,
Torras Ferran,Wall And Wall,755 Clayton St,San Francisco,CA,3/10/15,3/10/15,4/16/17,,,,,"Arts, Entertainment, and Recreation",FALSE,FALSE,5,Haight Ashbury,POINT (-122.44822 37.767845),29,7,11,3,29
Pierce Mark L,Liberty Hill Properties,3320 21st St,San Francisco,CA,3/3/86,3/3/86,,4304 Grove St,Sonoma,95476,CA,Accommodations,FALSE,FALSE,8,Mission,POINT (-122.42164 37.756897),52,3,5,20,52
Coco Guilhem Llc,Maison De Monaco,2565 3rd St Ste 316,San+francisco,CA,12/15/11,12/15/11,,2565 3rd St Ste 316,San Francisco,94107,CA,Manufacturing,FALSE,FALSE,10,Potrero Hill,POINT (-122.387695 37.757076),55,2,9,26,55
H&p Happy Genius Chinese Learning,H&p Happy Genius Chinese Learning,709 Taraval St,San Francisco,CA,1/20/17,1/20/17,2/29/20,Po Box 2286,Daly City,94017,CA,Private Education and Health Services,FALSE,FALSE,7,West of Twin Peaks,POINT (-122.47373 37.743107),46,10,8,41,46
Mitchell Kell,Mitch Kell Photography,2399 12th Ave Unit 1,San Francisco,CA,7/2/18,7/2/18,12/29/20,,,,,"Arts, Entertainment, and Recreation",FALSE,FALSE,7,West of Twin Peaks,POINT (-122.46812 37.743473),44,10,8,41,44
Kelly Plumbing,Kelly Plumbing,251 Harrison Ave,Campbell,CA,1/1/21,1/1/21,,5373 Ayrshire Drive,San Jose,95118,CA,Construction,FALSE,FALSE,,,POINT (-121.94305 37.29072),,,,,
Gyotoku Gordon,G & G Produce,5015 Geary Blvd,San Francisco,CA,1/1/89,1/1/89,12/31/15,722 Skyline Dr,Daly City,94015,CA,Wholesale Trade,FALSE,FALSE,1,Outer Richmond,POINT (-122.47305 37.780525),5,8,4,29,5
Villegas Andres G,White Building Maintenance,72 Arbor St,San Francisco,CA,4/14/89,4/30/16,,Po Box 31031,San Francisco,94131,CA,Certain Services,FALSE,FALSE,8,Glen Park,POINT (-122.43588 37.737705),96,9,5,10,96
Eight - San Francisco Inc,Eight - San Francisco Inc,825 Sacramento St,San Francisco,CA,3/3/89,1/1/09,,675 California St 3fl Fl,San Francisco,94108,CA,,FALSE,FALSE,3,Chinatown,POINT (-122.40647 37.79331),104,6,3,6,104
Genji Pacific Llc,Genji,1765 California St,San Francisco,CA,1/2/13,5/17/16,,1500 John F Kennedy Blvd 725 Ste,Philadelphia,19102,PA,Food Services,FALSE,FALSE,2,Western Addition,POINT (-122.42336 37.79021),102,4,6,39,102
Dubbelju Motorcycle Rental Llc,Dubbelju Motorcycle Rental Llc,689 A Bryant St,San Francisco,CA,1/4/95,1/1/06,4/1/16,,,,,"Arts, Entertainment, and Recreation",FALSE,FALSE,6,South of Market,POINT (-122.40002 37.77798),32,1,10,34,32
Eight - San Francisco Inc,Eight - San Francisco Inc,675 California St,San Francisco,CA,3/3/89,1/1/09,,675 California St 3fl Fl,San Francisco,94108,CA,,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.405785 37.792442),104,6,3,8,104
Thornburg Stephen D/kuniko,Shibata-Thornburg Consulting,234 Hearst Ave,San Francisco,CA,4/1/89,4/1/89,,234 Hearst Ave,San Francisco,94131,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,7,West of Twin Peaks,POINT (-122.44284 37.730743),95,9,8,41,95
Breedlove Mallun,Breed Love Gifts And Fashion,726 Capitol Ave,San Francisco,CA,8/8/01,8/8/01,,726 Capitol Ave,San Francisco,94112,CA,Manufacturing,FALSE,FALSE,11,Oceanview/Merced/Ingleside,POINT (-122.45903 37.716873),81,10,1,24,81
Lake Paul-Ryan E,Paul-Ryan Lake Dds,260 Stockton St Fl 4,San Francisco,CA,7/1/11,9/5/12,12/31/18,,,,,Private Education and Health Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.406685 37.788242),19,6,3,8,19
Nunez Antonio,San Francisco Fire Protection,2470 Teagarden St,San+leandro,CA,6/21/12,10/28/19,,Po Box 55824,Hayward,94545,CA,,FALSE,FALSE,,,POINT (-122.160774 37.70991),,,,,
Kenu Inc,1385 Harrison St.,1385 Harrison St,San Francisco,CA,6/1/12,6/30/21,,560 Alabama St,San Francisco,94110,CA,Wholesale Trade,FALSE,FALSE,6,South of Market,POINT (-122.41108 37.771698),32,1,10,34,32
The Brighthouse Llc,The Brighthouse Llc,855 Brannan St 673,San Francisco,CA,4/26/19,4/26/19,6/30/20,,,,,Real Estate and Rental and Leasing Services,FALSE,FALSE,6,South of Market,POINT (-122.404465 37.77202),33,1,10,34,33
Ramya Krishna,The Learning Circle,111 Wallace Circle Cir,Moraga,CA,10/12/20,7/1/20,1/1/21,,,,,Multiple,FALSE,FALSE,,,POINT (-122.12895 37.829735),,,,,
Ritual By Design,Ritual By Design,223 Guerrero St,San Francisco,CA,11/2/16,11/2/16,,2769 Bryant St,San Francisco,94110,CA,"Arts, Entertainment, and Recreation",FALSE,FALSE,8,Mission,POINT (-122.424286 37.76754),37,3,5,20,37
Coll Thomas G,Coll Construction,22231 Broadway,Sonoma,CA,10/14/11,6/21/18,8/27/18,,,,,Construction,FALSE,FALSE,,,POINT (-122.45195 38.2526),,,,,
The Madison Firm Inc,The Madison Firm Inc,345 California St Ste 600,San Francisco,CA,1/1/21,1/1/21,,345 California St 600 Ste,San Francisco,94104,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40049 37.793114),108,6,3,8,108
Lynn M. Fishburne,Breakout Management Llc,1 Letterman Dr Bldg C  Ste 400,San Francisco,CA,6/21/16,6/21/16,,326 Infantry Ter Unit B,San Francisco,94129,CA,Financial Services,FALSE,FALSE,2,Presidio,POINT (-122.44963 37.797962),3,,6,27,3
Castillo Miriam Dileri,Miriam Dileri's Janitoria Srvc,1772 Palou Ave,San Francisco,CA,10/4/01,1/18/02,9/12/16,1772 Palou Ave,San Francisco,94124,CA,,FALSE,FALSE,10,Bayview Hunters Point,POINT (-122.3941 37.73582),87,2,9,1,87
Britt Lauren,Lauren Britt Lcsw,399 Laurel St,San Francisco,CA,11/1/02,8/9/06,,3450 Sacramento St #145,San Francisco,94118,CA,Private Education and Health Services,FALSE,FALSE,2,Presidio Heights,POINT (-122.450356 37.78785),10,8,6,31,10
Woolpert Inc,Woolpert Inc,4454 Idea Center Blvd,Beavercreek,OH,10/1/10,10/1/10,,4454 Idea Center Blvd,Beavercreek,45430,OH,Multiple,FALSE,FALSE,,,POINT (-84.1039 39.715214),,,,,
Loft Architecture Design,Loft A+d,739 Bryant St Ste 207,San Francisco,CA,8/23/19,8/23/19,,739 Bryant St,San Francisco,94107,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,6,South of Market,POINT (-122.40111 37.777122),32,1,10,34,32
Ichiraku Llc,Ichiraku Ramen,5336 Geary Blvd,San Francisco,CA,1/1/21,1/1/21,,5336 Geary Blvd,San Francisco,94121,CA,Food Services,FALSE,FALSE,1,Outer Richmond,POINT (-122.476585 37.78056),5,8,4,29,5
Ofir Uziel,Ofir Uziel,3328 25th Street,San Francisco,CA,1/5/18,1/5/18,1/1/21,,,,,"Arts, Entertainment, and Recreation",FALSE,FALSE,9,Mission,POINT (-122.41685 37.750755),53,3,2,20,53
Sophie Silverstein,Slate & Stone Jewelry,1258 Valencia St,San Francisco,CA,2/1/17,2/1/17,7/3/19,919 Virginia St,Berkeley,94710,CA,Manufacturing,FALSE,FALSE,8,Mission,POINT (-122.42076 37.75277),53,3,5,20,53
Burger Urge Llc,Burger Urge,1599 Haight St,San Francisco,CA,11/15/11,11/15/11,3/26/20,,,,,Food Services,FALSE,FALSE,5,Haight Ashbury,POINT (-122.44846 37.769787),25,7,11,3,25
Kenu Inc,3084 17th Street,3084 17th St,San Francisco,CA,6/1/12,9/1/19,,560 Alabama St,San Francisco,94110,CA,Wholesale Trade,FALSE,FALSE,9,Mission,POINT (-122.414764 37.763744),53,3,2,20,53
Queen Of Clubs Llc,Barrow,256 Sutter St Fl 4,San Francisco,CA,3/1/13,3/1/13,3/17/20,610 22nd St Ste 303,San Francisco,94107,CA,Certain Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.4048 37.789734),19,6,3,8,19
Huynh Le,Esteem Haircuts,3746 Geary Blvd,San Francisco,CA,4/23/15,4/23/15,8/31/20,,,,,,FALSE,FALSE,1,Inner Richmond,POINT (-122.45941 37.781338),5,8,4,11,5
Howard Tu,Howard Tu,1280 Union St #5,San Francisco,CA,1/2/15,1/2/15,12/30/20,,,,,Multiple,FALSE,FALSE,2,Russian Hill,POINT (-122.42024 37.799076),107,6,6,32,107
Tetrachrome Design Llc,Tetrachrome Design Llc,330 Mission Bay Blvd 202,San Francisco,CA,10/24/16,10/24/16,6/27/20,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,6,Mission Bay,POINT (-122.38699 37.77129),34,1,10,4,34
Koza Linda-Marie,Linda-Marie Koza,707 15th Ave,San Francisco,CA,4/1/15,4/1/15,6/30/17,,,,,Accommodations,FALSE,FALSE,1,Outer Richmond,POINT (-122.47358 37.774734),5,8,4,29,5
Palma Alfred,X-Press Prints,4537 Mission St,San Francisco,CA,9/9/14,9/9/14,,4537 Mission St,San Francisco,94112,CA,Retail Trade,FALSE,FALSE,11,Excelsior,POINT (-122.43407 37.7256),90,9,1,7,90
Banano Lolito,Likiesha Inhome Cleaning Svcs,272 Clara St,San Francisco,CA,4/25/14,4/25/14,1/23/15,,,,,,FALSE,FALSE,6,South of Market,POINT (-122.404 37.778214),32,1,10,34,32
Prodontis Inc,Prodontis Inc,169 11th St,San Francisco,CA,7/31/17,7/31/17,1/23/19,,,,,Manufacturing,FALSE,FALSE,6,South of Market,POINT (-122.416 37.773487),32,1,10,34,32
Chia Wai K,Chia's Laundromat,347 Brazil Ave,San Francisco,CA,4/14/06,4/14/06,4/1/21,,,,,Certain Services,FALSE,FALSE,11,Excelsior,POINT (-122.43204 37.72339),90,9,1,7,90
Hemphill Robert J,Neverland,241 Columbus Ave,San Francisco,CA,10/10/95,7/24/17,7/15/20,Po Box 471114,San Francisco,94147,CA,Retail Trade,FALSE,FALSE,3,Chinatown,POINT (-122.406 37.797363),104,6,3,6,104
Young Lilly & Ming,2107 Larkin St Apartments,2107 Larkin St,San Francisco,CA,1/1/89,1/1/89,,1758 Filbert St,San Francisco,94123,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,3,Russian Hill,POINT (-122.42038 37.79724),105,6,3,32,105
Czechowska Carolina,Body Bottega,367 Corbett Ave,San Francisco,CA,7/14/10,7/14/10,12/1/20,,,,,"Arts, Entertainment, and Recreation",FALSE,FALSE,8,Castro/Upper Market,POINT (-122.44588 37.75939),115,7,5,5,115
Children's Creativity Museum,Zeum,221 4th St,San+francisco,CA,7/6/92,7/31/01,10/14/11,221 4th St,San Francisco,94103,CA,"Arts, Entertainment, and Recreation",FALSE,FALSE,6,South of Market,POINT (-122.40081 37.783512),32,1,10,34,32
Fernanda Brandao-Galea,F2global,861 Greenwich St,San Francisco,CA,1/1/18,1/1/18,1/1/20,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Russian Hill,POINT (-122.4139 37.801735),107,6,3,32,107
Zilahi Patrizia,Patrizia Zilahi,1102 Sanchez St,San Francisco,CA,9/1/98,10/1/03,,1210 Sanchez St Apt 3,San Francisco,94114,CA,,FALSE,FALSE,8,Noe Valley,POINT (-122.42968 37.751453),84,3,5,22,84
Vannie Shu,V&r Friends,128 Faith St,San Francisco,CA,10/11/18,10/11/18,1/1/21,,,,,Accommodations,FALSE,FALSE,9,Bernal Heights,POINT (-122.40648 37.74424),60,9,2,2,60
Nicole Surette,Nicole Surette,739 36th Ave 303,San Francisco,CA,8/23/16,8/23/16,10/27/16,3020 Center St 6 Apt,Soquel,95073,CA,,FALSE,FALSE,1,Outer Richmond,POINT (-122.49624 37.775017),8,8,4,29,8
Freeman Sherry M,"Sherry Freeman, Lmft",310 3rd Ave,San+francisco,CA,3/1/98,1/1/21,,5028 Geary Blvd,San Francisco,94118,CA,Private Education and Health Services,FALSE,FALSE,1,Inner Richmond,POINT (-122.46101 37.78277),5,8,4,11,5
L&s Juices,Lands Mini Market,2518 Taraval St,San Francisco,CA,7/10/20,7/10/20,1/4/21,295 Monterey Blvd 6 Apt,San Francisco,94131,CA,,FALSE,FALSE,4,Sunset/Parkside,POINT (-122.49311 37.74231),40,10,7,35,40
Computer Design Solutions,Zmsh Enterprises,44 Mclea Ct,San Francisco,CA,4/12/10,4/12/10,3/31/20,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,6,South of Market,POINT (-122.40868 37.772087),32,1,10,34,32
Li Warren H,1251-53 20th Avenue,1251 20th Ave #53,San Francisco,CA,3/1/05,3/1/05,,0000 Undeliverable Mail,San Francisco,99999,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,4,Sunset/Parkside,POINT (-122.478294 37.76444),39,10,7,35,39
Ravit Kaplan,Ravit Kaplan,166 Downey St,San Francisco,CA,1/14/21,1/14/21,,166 Downey St,San Francisco,94117,CA,,FALSE,FALSE,5,Haight Ashbury,POINT (-122.44693 37.765953),114,7,11,3,114
Banano Lolito,Sweety Home Cleaning Services,272 Clara St,San Francisco,CA,4/25/14,4/25/14,2/15/15,,,,,,FALSE,FALSE,6,South of Market,POINT (-122.404 37.778214),32,1,10,34,32
Dispatch Goods Inc,Dispatch Goods Inc,4045 Cabrillo St,San Francisco,CA,9/13/19,9/13/19,,1287 42nd Ave,San Francisco,94122,CA,,FALSE,FALSE,1,Outer Richmond,POINT (-122.50195 37.7736),8,8,4,29,8
Churilla Richard A,Espresso Delivery Systems,895 Vallejo St,San Francisco,CA,4/20/98,4/20/98,,895 Vallejo St,San Francisco,94133,CA,,FALSE,FALSE,3,Chinatown,POINT (-122.41192 37.79816),107,6,3,6,107
Hausrath Economics Group,Hausrath Economics Group,981 Hillcroft Cir,Oakland,CA,4/13/98,2/19/21,,981 Hillcroft Cir,Oakland,94610,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,POINT (-122.231064 37.809006),,,,,
Talarico Lori A,Lori Talarico,451 Bush St,San Francisco,CA,5/1/98,5/1/98,,3533.5 23rd St,San Francisco,94110,CA,,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40494 37.79062),19,6,3,8,19
Philz Coffee Inc,Phil'z Coffee,1775 17th St,San Francisco,CA,4/1/07,4/23/15,,1258 Minnesota St,San Francisco,94107,CA,Retail Trade,FALSE,FALSE,10,Potrero Hill,POINT (-122.4013 37.76483),54,1,9,26,54
Martin Tobey,Baker Abode,835 Baker St,San Francisco,CA,11/1/15,11/1/15,10/1/19,,,,,Accommodations,FALSE,FALSE,5,Lone Mountain/USF,POINT (-122.44197 37.77865),97,7,11,18,97
Charles K Lee Md Inc,Charles K Lee Md Inc,2250 Hayes St Ste 508,San Francisco,CA,6/24/08,6/24/08,8/14/20,1545 Pine St 101 Apt,San Francisco,94109,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,1,Lone Mountain/USF,POINT (-122.453476 37.773026),12,7,4,18,12
Hamadaya Inc,Roku,1819 Market St,San Francisco,CA,7/20/12,7/20/12,2/21/17,,,,,Food Services,FALSE,FALSE,8,Mission,POINT (-122.42373 37.771526),27,1,5,20,27
Sorrell Alix,Alix Sorrell Design,3432 20th St,San Francisco,CA,8/1/14,8/1/14,3/1/17,,,,,"Arts, Entertainment, and Recreation",FALSE,FALSE,9,Mission,POINT (-122.417564 37.75875),53,3,2,20,53
